city,timestamp,date,hour,month,day_of_year,is_daylight,temperature,humidity,wind_speed,cloudcover,uv_index,solar_elevation_deg,solar_azimuth_deg,solar_angle,cloud_factor,temp_efficiency,uv_factor,clear_sky_ghi_wm2,ghi_wm2,poa_irradiance_wm2,cell_temperature_c,production_kw,hourly_production_kwh,solar_potential,load_kwh,system_hourly_kwh,self_consumed_kwh,grid_export_kwh,grid_import_kwh
Turin,2026-06-02T22:00:00+02:00,2026-06-02,22,6,153,0,20.4,77,5.89,54,0.0,-7.904,180.0,0.0,0.900157,1.0,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0,0.375062,0.0,0.0,0.0,0.375062
Turin,2026-06-02T23:00:00+02:00,2026-06-02,23,6,153,0,19.3,76,5.92,52,0.0,-14.873,180.0,0.0,0.913691,1.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,0.274255,0.0,0.0,0.0,0.274255
Turin,2026-06-03T00:00:00+02:00,2026-06-03,0,6,154,0,19.36,70,7.58,23,0.0,-19.753,180.0,0.0,0.993784,1.0,0.0,0.0,0.0,0.0,19.36,0.0,0.0,0.0,0.094151,0.0,0.0,0.0,0.094151
Turin,2026-06-03T01:00:00+02:00,2026-06-03,1,6,154,0,17.43,75,6.75,33,0.0,-22.342,180.0,0.0,0.979125,1.0,0.0,0.0,0.0,0.0,17.43,0.0,0.0,0.0,0.094333,0.0,0.0,0.0,0.094333
Turin,2026-06-03T02:00:00+02:00,2026-06-03,2,6,154,0,18.31,77,5.97,38,0.0,-22.214,180.0,0.0,0.968061,1.0,0.0,0.0,0.0,0.0,18.31,0.0,0.0,0.0,0.095703,0.0,0.0,0.0,0.095703
Turin,2026-06-03T03:00:00+02:00,2026-06-03,3,6,154,0,18.21,65,5.95,26,0.0,-19.387,180.0,0.0,0.989989,1.0,0.0,0.0,0.0,0.0,18.21,0.0,0.0,0.0,0.102929,0.0,0.0,0.0,0.102929
Turin,2026-06-03T04:00:00+02:00,2026-06-03,4,6,154,0,18.0,72,6.01,39,0.0,-14.175,180.0,0.0,0.963819,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.129155,0.0,0.0,0.0,0.129155
Turin,2026-06-03T05:00:00+02:00,2026-06-03,5,6,154,0,20.04,73,7.51,23,0.0,-7.055,180.0,0.0,0.993253,1.0,0.0,0.0,0.0,0.0,20.04,0.0,0.0,0.0,0.193092,0.0,0.0,0.0,0.193092
Turin,2026-06-03T06:00:00+02:00,2026-06-03,6,6,154,1,19.79,68,6.75,39,0.1,1.485,182.493,0.025919,0.965172,1.0,0.01,2.92,2.66,0.97,19.82,0.002087,0.002087,0.002087,0.292689,0.002087,0.002087,0.0,0.290602
Turin,2026-06-03T07:00:00+02:00,2026-06-03,7,6,154,1,22.65,58,8.6,26,1.4,11.023,206.937,0.191201,0.990357,1.0,0.14,154.2,150.87,47.89,24.15,0.102587,0.102587,0.102587,0.378009,0.102587,0.102587,0.0,0.275422
Turin,2026-06-03T08:00:00+02:00,2026-06-03,8,6,154,1,23.07,55,6.72,25,3.0,21.208,242.197,0.361763,0.991688,0.97932,0.3,337.44,334.64,227.34,30.17,0.476889,0.476889,0.476889,0.386595,0.476889,0.386595,0.090294,0.0
Turin,2026-06-03T09:00:00+02:00,2026-06-03,9,6,154,1,25.14,60,6.58,17,4.9,31.734,268.71,0.52598,0.997369,0.945554,0.49,516.25,503.7,431.13,38.61,0.873208,0.873208,0.873208,0.319299,0.873208,0.319299,0.553909,0.0
Turin,2026-06-03T10:00:00+02:00,2026-06-03,10,6,154,1,26.64,47,8.8,20,6.6,42.273,285.644,0.672662,0.995751,0.913764,0.66,676.56,673.69,637.31,46.56,1.247395,1.247395,1.247395,0.239371,1.247395,0.239371,1.008024,0.0
Turin,2026-06-03T11:00:00+02:00,2026-06-03,11,6,154,1,26.91,48,5.86,30,7.9,52.355,300.293,0.791813,0.98391,0.894115,0.79,806.98,794.0,785.9,51.47,1.505158,1.505158,1.505158,0.195634,1.505158,0.195634,1.309524,0.0
Turin,2026-06-03T12:00:00+02:00,2026-06-03,12,6,154,1,28.95,44,7.65,12,9.3,61.082,318.504,0.875313,0.999247,0.869229,0.93,898.45,897.77,919.73,57.69,1.712429,1.712429,1.712429,0.188225,1.712429,0.188225,1.524204,0.0
Turin,2026-06-03T13:00:00+02:00,2026-06-03,13,6,154,1,27.81,50,7.84,26,9.6,66.559,345.255,0.917471,0.990346,0.868605,0.96,944.64,935.52,961.12,57.85,1.78822,1.78822,1.78822,0.198869,1.78822,0.198869,1.589351,0.0
Turin,2026-06-03T14:00:00+02:00,2026-06-03,14,6,154,1,29.07,51,9.23,27,9.5,66.265,17.603,0.915414,0.989038,0.864175,0.95,942.39,932.06,956.48,58.96,1.770508,1.770508,1.770508,0.220271,1.770508,0.220271,1.550237,0.0
Turin,2026-06-03T15:00:00+02:00,2026-06-03,15,6,154,1,29.47,40,7.92,21,9.1,60.375,43.472,0.869283,0.995175,0.869222,0.91,891.84,887.54,903.19,57.69,1.681632,1.681632,1.681632,0.258386,1.681632,0.258386,1.423246,0.0
Turin,2026-06-03T16:00:00+02:00,2026-06-03,16,6,154,1,28.0,52,9.45,23,7.9,51.464,61.121,0.782221,0.993494,0.89013,0.79,796.48,791.3,783.03,52.47,1.492967,1.492967,1.492967,0.320896,1.492967,0.320896,1.172071,0.0
Turin,2026-06-03T17:00:00+02:00,2026-06-03,17,6,154,1,27.71,49,8.08,16,6.5,41.312,75.723,0.660161,0.997904,0.911431,0.65,662.89,661.5,621.98,47.14,1.214286,1.214286,1.214286,0.404266,1.214286,0.404266,0.81002,0.0
Turin,2026-06-03T18:00:00+02:00,2026-06-03,18,6,154,1,26.96,56,8.71,27,4.6,30.759,93.214,0.511423,0.989656,0.939945,0.46,500.36,491.99,417.56,40.01,0.8407,0.8407,0.8407,0.487483,0.8407,0.487483,0.353217,0.0
Turin,2026-06-03T19:00:00+02:00,2026-06-03,19,6,154,1,24.63,60,8.82,33,2.8,20.251,120.905,0.346141,0.979559,0.975914,0.28,320.5,306.46,204.44,31.02,0.427364,0.427364,0.427364,0.538922,0.427364,0.427364,0.0,0.111558
Turin,2026-06-03T20:00:00+02:00,2026-06-03,20,6,154,1,23.49,58,9.57,21,1.2,10.112,156.012,0.175579,0.994914,1.0,0.12,137.77,135.1,40.46,24.76,0.086661,0.086661,0.086661,0.534175,0.086661,0.086661,0.0,0.447514
Turin,2026-06-03T21:00:00+02:00,2026-06-03,21,6,154,1,21.68,68,7.13,23,0.0,0.651,178.947,0.011362,0.993498,1.0,0.0,0.07,0.07,0.02,21.68,4.3e-05,4.3e-05,4.3e-05,0.471907,4.3e-05,4.3e-05,0.0,0.471864
Turin,2026-06-03T22:00:00+02:00,2026-06-03,22,6,154,0,21.37,70,6.92,39,0.0,-7.777,180.0,0.0,0.964821,1.0,0.0,0.0,0.0,0.0,21.37,0.0,0.0,0.0,0.374583,0.0,0.0,0.0,0.374583
Turin,2026-06-03T23:00:00+02:00,2026-06-03,23,6,154,0,19.67,66,7.54,23,0.0,-14.742,180.0,0.0,0.993279,1.0,0.0,0.0,0.0,0.0,19.67,0.0,0.0,0.0,0.273906,0.0,0.0,0.0,0.273906
Turin,2026-06-04T00:00:00+02:00,2026-06-04,0,6,155,0,16.73,77,8.77,26,0.0,-19.626,180.0,0.0,0.990214,1.0,0.0,0.0,0.0,0.0,16.73,0.0,0.0,0.0,0.094033,0.0,0.0,0.0,0.094033
Turin,2026-06-04T01:00:00+02:00,2026-06-04,1,6,155,0,16.17,70,8.79,9,0.0,-22.217,180.0,0.0,0.99967,1.0,0.0,0.0,0.0,0.0,16.17,0.0,0.0,0.0,0.094215,0.0,0.0,0.0,0.094215
Turin,2026-06-04T02:00:00+02:00,2026-06-04,2,6,155,0,15.65,73,8.69,8,0.0,-22.098,180.0,0.0,0.999752,1.0,0.0,0.0,0.0,0.0,15.65,0.0,0.0,0.0,0.095583,0.0,0.0,0.0,0.095583
Turin,2026-06-04T03:00:00+02:00,2026-06-04,3,6,155,0,16.28,72,6.38,21,0.0,-19.282,180.0,0.0,0.9954,1.0,0.0,0.0,0.0,0.0,16.28,0.0,0.0,0.0,0.102801,0.0,0.0,0.0,0.102801
Turin,2026-06-04T04:00:00+02:00,2026-06-04,4,6,155,0,17.08,69,8.21,24,0.0,-14.083,180.0,0.0,0.992616,1.0,0.0,0.0,0.0,0.0,17.08,0.0,0.0,0.0,0.128993,0.0,0.0,0.0,0.128993
Turin,2026-06-04T05:00:00+02:00,2026-06-04,5,6,155,0,17.58,75,6.93,16,0.0,-6.977,180.0,0.0,0.998088,1.0,0.0,0.0,0.0,0.0,17.58,0.0,0.0,0.0,0.19285,0.0,0.0,0.0,0.19285
Turin,2026-06-04T06:00:00+02:00,2026-06-04,6,6,155,1,18.54,65,9.4,16,0.1,1.552,182.594,0.027085,0.998051,1.0,0.01,3.37,3.21,0.89,18.56,0.001917,0.001917,0.001917,0.292322,0.001917,0.001917,0.0,0.290405
Turin,2026-06-04T07:00:00+02:00,2026-06-04,7,6,155,1,20.24,62,9.08,22,1.4,11.081,206.916,0.192193,0.994565,1.0,0.14,155.25,149.74,45.1,21.65,0.096594,0.096594,0.096594,0.377535,0.096594,0.096594,0.0,0.280941
Turin,2026-06-04T08:00:00+02:00,2026-06-04,8,6,155,1,21.02,58,8.65,5,3.1,21.26,241.973,0.362607,0.99996,0.988901,0.31,338.36,334.3,216.11,27.77,0.457776,0.457776,0.457776,0.38611,0.457776,0.38611,0.071666,0.0
Turin,2026-06-04T09:00:00+02:00,2026-06-04,9,6,155,1,23.32,58,8.59,18,4.9,31.784,268.45,0.526714,0.996822,0.952302,0.49,517.05,509.12,435.22,36.92,0.887768,0.887768,0.887768,0.318899,0.887768,0.318899,0.568869,0.0
Turin,2026-06-04T10:00:00+02:00,2026-06-04,10,6,155,1,23.64,53,6.2,3,6.7,42.325,285.405,0.67333,0.999986,0.925337,0.67,677.29,677.28,640.98,43.67,1.270464,1.270464,1.270464,0.239072,1.270464,0.239072,1.031392,0.0
Turin,2026-06-04T11:00:00+02:00,2026-06-04,11,6,155,1,24.31,62,6.24,16,8.1,52.416,300.063,0.792465,0.998031,0.905486,0.81,807.7,782.38,778.05,48.63,1.509073,1.509073,1.509073,0.195388,1.509073,0.195388,1.313685,0.0
Turin,2026-06-04T12:00:00+02:00,2026-06-04,12,6,155,1,25.97,45,8.56,9,9.3,61.163,318.281,0.875998,0.999673,0.880972,0.93,899.2,898.9,921.2,54.76,1.738349,1.738349,1.738349,0.187989,1.738349,0.187989,1.55036,0.0
Turin,2026-06-04T13:00:00+02:00,2026-06-04,13,6,155,1,27.62,50,7.3,0,9.9,66.67,345.096,0.918237,1.0,0.866336,0.99,945.48,945.48,985.62,58.42,1.829014,1.829014,1.829014,0.19862,1.829014,0.19862,1.630394,0.0
Turin,2026-06-04T14:00:00+02:00,2026-06-04,14,6,155,1,26.57,53,7.9,1,9.9,66.392,17.604,0.916304,1.0,0.870897,0.99,943.36,943.36,982.43,57.28,1.832693,1.832693,1.832693,0.219995,1.832693,0.219995,1.612698,0.0
Turin,2026-06-04T15:00:00+02:00,2026-06-04,15,6,155,1,26.45,51,9.48,9,9.2,60.497,43.582,0.870331,0.99963,0.880042,0.92,892.99,892.66,913.11,54.99,1.721254,1.721254,1.721254,0.258062,1.721254,0.258062,1.463192,0.0
Turin,2026-06-04T16:00:00+02:00,2026-06-04,16,6,155,1,26.74,48,10.62,1,8.1,51.578,61.267,0.78345,1.0,0.893599,0.81,797.82,797.82,795.38,51.6,1.522424,1.522424,1.522424,0.320494,1.522424,0.320494,1.20193,0.0
Turin,2026-06-04T17:00:00+02:00,2026-06-04,17,6,155,1,25.43,55,9.56,0,6.6,41.421,75.882,0.661582,1.0,0.920171,0.66,664.44,664.44,624.82,44.96,1.231519,1.231519,1.231519,0.403759,1.231519,0.403759,0.82776,0.0
Turin,2026-06-04T18:00:00+02:00,2026-06-04,18,6,155,1,24.05,59,9.71,7,4.8,30.866,93.358,0.513032,0.99988,0.952062,0.48,502.11,494.0,413.93,36.98,0.844132,0.844132,0.844132,0.486873,0.844132,0.486873,0.357259,0.0
Turin,2026-06-04T19:00:00+02:00,2026-06-04,19,6,155,1,23.04,52,8.77,11,2.9,20.36,120.93,0.347925,0.999352,0.982464,0.29,322.43,322.23,203.05,29.38,0.427296,0.427296,0.427296,0.538247,0.427296,0.427296,0.0,0.110951
Turin,2026-06-04T20:00:00+02:00,2026-06-04,20,6,155,1,22.28,63,9.2,5,1.3,10.225,155.844,0.177511,0.999959,1.0,0.13,139.79,134.62,31.8,23.27,0.068115,0.068115,0.068115,0.533506,0.068115,0.068115,0.0,0.465391
Turin,2026-06-04T21:00:00+02:00,2026-06-04,21,6,155,1,20.6,60,9.58,21,0.0,0.768,178.761,0.013403,0.995076,1.0,0.0,0.18,0.18,0.05,20.61,0.000112,0.000112,0.000112,0.471316,0.000112,0.000112,0.0,0.471204
Turin,2026-06-04T22:00:00+02:00,2026-06-04,22,6,155,0,18.45,75,7.92,22,0.0,-7.655,180.0,0.0,0.994396,1.0,0.0,0.0,0.0,0.0,18.45,0.0,0.0,0.0,0.374114,0.0,0.0,0.0,0.374114
Turin,2026-06-04T23:00:00+02:00,2026-06-04,23,6,155,0,17.14,70,6.69,20,0.0,-14.616,180.0,0.0,0.995513,1.0,0.0,0.0,0.0,0.0,17.14,0.0,0.0,0.0,0.273563,0.0,0.0,0.0,0.273563
Turin,2026-06-05T00:00:00+02:00,2026-06-05,0,6,156,0,16.44,82,8.64,35,0.0,-19.505,180.0,0.0,0.974908,1.0,0.0,0.0,0.0,0.0,16.44,0.0,0.0,0.0,0.093917,0.0,0.0,0.0,0.093917
Turin,2026-06-05T01:00:00+02:00,2026-06-05,1,6,156,0,14.79,82,6.59,31,0.0,-22.099,180.0,0.0,0.983739,1.0,0.0,0.0,0.0,0.0,14.79,0.0,0.0,0.0,0.094099,0.0,0.0,0.0,0.094099
Turin,2026-06-05T02:00:00+02:00,2026-06-05,2,6,156,0,14.65,86,7.71,28,0.0,-21.988,180.0,0.0,0.98825,1.0,0.0,0.0,0.0,0.0,14.65,0.0,0.0,0.0,0.095466,0.0,0.0,0.0,0.095466
Turin,2026-06-05T03:00:00+02:00,2026-06-05,3,6,156,0,15.23,77,8.36,31,0.0,-19.184,180.0,0.0,0.982925,1.0,0.0,0.0,0.0,0.0,15.23,0.0,0.0,0.0,0.102674,0.0,0.0,0.0,0.102674
Turin,2026-06-05T04:00:00+02:00,2026-06-05,4,6,156,0,16.52,76,6.3,27,0.0,-13.998,180.0,0.0,0.989047,1.0,0.0,0.0,0.0,0.0,16.52,0.0,0.0,0.0,0.128834,0.0,0.0,0.0,0.128834
Turin,2026-06-05T05:00:00+02:00,2026-06-05,5,6,156,0,17.48,77,6.78,20,0.0,-6.905,180.0,0.0,0.995589,1.0,0.0,0.0,0.0,0.0,17.48,0.0,0.0,0.0,0.192613,0.0,0.0,0.0,0.192613
Turin,2026-06-05T06:00:00+02:00,2026-06-05,6,6,156,1,17.68,70,7.78,24,0.1,1.613,182.684,0.028149,0.99218,1.0,0.01,3.8,3.52,1.1,17.71,0.002347,0.002347,0.002347,0.291962,0.002347,0.002347,0.0,0.289615
Turin,2026-06-05T07:00:00+02:00,2026-06-05,7,6,156,1,18.04,68,8.53,22,1.4,11.133,206.888,0.193089,0.994209,1.0,0.14,156.19,146.36,44.32,19.42,0.094936,0.094936,0.094936,0.377071,0.094936,0.094936,0.0,0.282135
Turin,2026-06-05T08:00:00+02:00,2026-06-05,8,6,156,1,20.16,61,6.24,13,3.1,21.307,241.756,0.363363,0.998992,0.992242,0.31,339.18,330.04,216.98,26.94,0.461164,0.461164,0.461164,0.385635,0.461164,0.385635,0.075529,0.0
Turin,2026-06-05T09:00:00+02:00,2026-06-05,9,6,156,1,21.24,68,7.85,26,4.8,31.828,268.2,0.527368,0.990232,0.963249,0.48,517.76,483.57,414.31,34.19,0.85484,0.85484,0.85484,0.318507,0.85484,0.318507,0.536333,0.0
Turin,2026-06-05T10:00:00+02:00,2026-06-05,10,6,156,1,22.89,54,7.05,10,6.7,42.371,285.175,0.673927,0.999551,0.928439,0.67,677.95,677.64,639.94,42.89,1.272668,1.272668,1.272668,0.238777,1.272668,0.238777,1.033891,0.0
Turin,2026-06-05T11:00:00+02:00,2026-06-05,11,6,156,1,24.57,62,5.75,16,8.1,52.472,299.842,0.793053,0.997858,0.904557,0.81,808.34,782.54,777.19,48.86,1.505857,1.505857,1.505857,0.195148,1.505857,0.195148,1.310709,0.0
Turin,2026-06-05T12:00:00+02:00,2026-06-05,12,6,156,1,24.7,51,8.62,16,9.2,61.238,318.063,0.876626,0.998014,0.886687,0.92,899.89,898.1,916.07,53.33,1.739873,1.739873,1.739873,0.187757,1.739873,0.187757,1.552116,0.0
Turin,2026-06-05T13:00:00+02:00,2026-06-05,13,6,156,1,25.25,56,6.87,8,9.9,66.773,344.937,0.918953,0.999737,0.87679,0.99,946.26,943.45,977.62,55.8,1.836053,1.836053,1.836053,0.198376,1.836053,0.198376,1.637677,0.0
Turin,2026-06-05T14:00:00+02:00,2026-06-05,14,6,156,1,25.45,56,10.04,12,9.8,66.513,17.598,0.917147,0.999104,0.876858,0.98,944.29,939.45,970.76,55.79,1.823314,1.823314,1.823314,0.219725,1.823314,0.219725,1.603589,0.0
Turin,2026-06-05T15:00:00+02:00,2026-06-05,15,6,156,1,26.83,57,8.84,15,9.2,60.614,43.681,0.871333,0.998394,0.879821,0.92,894.09,886.16,903.01,55.04,1.701795,1.701795,1.701795,0.257745,1.701795,0.257745,1.44405,0.0
Turin,2026-06-05T16:00:00+02:00,2026-06-05,16,6,156,1,24.46,54,8.65,11,8.1,51.687,61.402,0.784633,0.999448,0.903085,0.81,799.12,798.68,792.48,49.23,1.532974,1.532974,1.532974,0.3201,1.532974,0.3201,1.212874,0.0
Turin,2026-06-05T17:00:00+02:00,2026-06-05,17,6,156,1,24.87,54,9.33,18,6.5,41.526,76.028,0.662954,0.997131,0.922642,0.65,665.94,664.03,623.02,44.34,1.231266,1.231266,1.231266,0.403262,1.231266,0.403262,0.828004,0.0
Turin,2026-06-05T18:00:00+02:00,2026-06-05,18,6,156,1,22.91,59,8.34,21,4.7,30.97,93.489,0.514589,0.995268,0.956298,0.47,503.81,493.29,416.47,35.93,0.853089,0.853089,0.853089,0.486274,0.853089,0.486274,0.366815,0.0
Turin,2026-06-05T19:00:00+02:00,2026-06-05,19,6,156,1,22.33,60,7.69,22,2.9,20.466,120.946,0.34965,0.993931,0.985119,0.29,324.3,315.07,204.63,28.72,0.431794,0.431794,0.431794,0.537585,0.431794,0.431794,0.0,0.105791
Turin,2026-06-05T20:00:00+02:00,2026-06-05,20,6,156,1,20.7,63,9.56,29,1.2,10.333,155.68,0.179375,0.985661,1.0,0.12,141.75,134.91,44.59,22.09,0.095519,0.095519,0.095519,0.53285,0.095519,0.095519,0.0,0.437331
Turin,2026-06-05T21:00:00+02:00,2026-06-05,21,6,156,1,19.22,69,8.88,21,0.1,0.881,178.582,0.01537,0.995236,1.0,0.01,0.36,0.34,0.1,19.23,0.000217,0.000217,0.000217,0.470736,0.000217,0.000217,0.0,0.470519
Turin,2026-06-05T22:00:00+02:00,2026-06-05,22,6,156,0,17.46,76,8.76,21,0.0,-7.538,180.0,0.0,0.99516,1.0,0.0,0.0,0.0,0.0,17.46,0.0,0.0,0.0,0.373654,0.0,0.0,0.0,0.373654
Turin,2026-06-05T23:00:00+02:00,2026-06-05,23,6,156,0,16.45,80,7.14,22,0.0,-14.496,180.0,0.0,0.994284,1.0,0.0,0.0,0.0,0.0,16.45,0.0,0.0,0.0,0.273226,0.0,0.0,0.0,0.273226
Turin,2026-06-06T00:00:00+02:00,2026-06-06,0,6,157,0,15.49,73,5.64,28,0.0,-19.39,180.0,0.0,0.987862,1.0,0.0,0.0,0.0,0.0,15.49,0.0,0.0,0.0,0.093804,0.0,0.0,0.0,0.093804
Turin,2026-06-06T01:00:00+02:00,2026-06-06,1,6,157,0,13.79,89,6.45,36,0.0,-21.988,180.0,0.0,0.972209,1.0,0.0,0.0,0.0,0.0,13.79,0.0,0.0,0.0,0.093985,0.0,0.0,0.0,0.093985
Turin,2026-06-06T02:00:00+02:00,2026-06-06,2,6,157,0,13.54,80,7.51,28,0.0,-21.885,180.0,0.0,0.987767,1.0,0.0,0.0,0.0,0.0,13.54,0.0,0.0,0.0,0.095351,0.0,0.0,0.0,0.095351
Turin,2026-06-06T03:00:00+02:00,2026-06-06,3,6,157,0,13.26,88,7.24,40,0.0,-19.092,180.0,0.0,0.961168,1.0,0.0,0.0,0.0,0.0,13.26,0.0,0.0,0.0,0.10255,0.0,0.0,0.0,0.10255
Turin,2026-06-06T04:00:00+02:00,2026-06-06,4,6,157,0,13.95,85,5.86,35,0.0,-13.92,180.0,0.0,0.975302,1.0,0.0,0.0,0.0,0.0,13.95,0.0,0.0,0.0,0.128679,0.0,0.0,0.0,0.128679
Turin,2026-06-06T05:00:00+02:00,2026-06-06,5,6,157,0,16.19,75,5.2,44,0.0,-6.839,180.0,0.0,0.946998,1.0,0.0,0.0,0.0,0.0,16.19,0.0,0.0,0.0,0.19238,0.0,0.0,0.0,0.19238
Turin,2026-06-06T06:00:00+02:00,2026-06-06,6,6,157,1,16.47,72,6.11,37,0.1,1.668,182.765,0.029113,0.970076,1.0,0.01,4.21,3.78,1.36,16.51,0.002912,0.002912,0.002912,0.29161,0.002912,0.002912,0.0,0.288698
Turin,2026-06-06T07:00:00+02:00,2026-06-06,7,6,157,1,17.65,74,6.47,30,1.4,11.18,206.853,0.193891,0.984213,1.0,0.14,157.04,141.66,47.31,19.13,0.101341,0.101341,0.101341,0.376615,0.101341,0.101341,0.0,0.275274
Turin,2026-06-06T08:00:00+02:00,2026-06-06,8,6,157,1,19.61,75,8.11,38,2.9,21.348,241.544,0.364033,0.967602,0.995507,0.29,339.9,299.98,208.56,26.12,0.444728,0.444728,0.444728,0.38517,0.444728,0.38517,0.059558,0.0
Turin,2026-06-06T09:00:00+02:00,2026-06-06,9,6,157,1,20.79,65,7.75,32,4.7,31.867,267.96,0.527944,0.980848,0.964769,0.47,518.39,485.42,416.57,33.81,0.860863,0.860863,0.860863,0.318122,0.860863,0.318122,0.542741,0.0
Turin,2026-06-06T10:00:00+02:00,2026-06-06,10,6,157,1,22.92,65,5.46,22,6.6,42.412,284.955,0.674454,0.993925,0.932461,0.66,678.52,644.27,606.89,41.88,1.212163,1.212163,1.212163,0.269751,1.212163,0.269751,0.942412,0.0
Turin,2026-06-06T11:00:00+02:00,2026-06-06,11,6,157,1,23.22,64,7.47,22,8.1,52.521,299.63,0.793579,0.994218,0.911718,0.81,808.92,771.2,763.36,47.07,1.490762,1.490762,1.490762,0.226174,1.490762,0.226174,1.264588,0.0
Turin,2026-06-06T12:00:00+02:00,2026-06-06,12,6,157,1,24.97,62,6.42,23,9.1,61.306,317.852,0.877199,0.99312,0.89036,0.91,900.51,865.23,878.18,52.41,1.67483,1.67483,1.67483,0.218792,1.67483,0.218792,1.456038,0.0
Turin,2026-06-06T13:00:00+02:00,2026-06-06,13,6,157,1,25.63,49,7.08,20,9.8,66.87,344.778,0.919618,0.996136,0.876209,0.98,946.99,943.33,970.25,55.95,1.820997,1.820997,1.820997,0.229398,1.820997,0.229398,1.591599,0.0
Turin,2026-06-06T14:00:00+02:00,2026-06-06,14,6,157,1,24.47,64,9.32,31,9.5,66.627,17.584,0.917944,0.983144,0.888111,0.95,945.16,893.28,912.22,52.97,1.735342,1.735342,1.735342,0.250721,1.735342,0.250721,1.484621,0.0
Turin,2026-06-06T15:00:00+02:00,2026-06-06,15,6,157,1,24.5,60,9.47,30,8.9,60.726,43.769,0.87229,0.984149,0.893364,0.89,895.14,860.59,869.13,51.66,1.663158,1.663158,1.663158,0.288695,1.663158,0.288695,1.374463,0.0
Turin,2026-06-06T16:00:00+02:00,2026-06-06,16,6,157,1,24.73,57,7.55,27,7.9,51.792,61.526,0.785769,0.989335,0.904592,0.79,800.37,783.38,771.98,48.85,1.495815,1.495815,1.495815,0.350974,1.495815,0.350974,1.144841,0.0
Turin,2026-06-06T17:00:00+02:00,2026-06-06,17,6,157,1,24.43,63,6.89,30,6.3,41.627,76.162,0.664277,0.985011,0.927981,0.63,667.39,634.58,594.41,43.0,1.181528,1.181528,1.181528,0.402775,1.181528,0.402775,0.778753,0.0
Turin,2026-06-06T18:00:00+02:00,2026-06-06,18,6,157,1,22.27,59,7.98,31,4.6,31.07,93.606,0.516092,0.98296,0.959066,0.46,505.45,488.54,414.68,35.23,0.851888,0.851888,0.851888,0.485686,0.851888,0.485686,0.366202,0.0
Turin,2026-06-06T19:00:00+02:00,2026-06-06,19,6,157,1,20.62,63,7.35,27,2.9,20.568,120.953,0.351314,0.989171,0.991991,0.29,326.11,310.75,204.23,27.0,0.433953,0.433953,0.433953,0.536935,0.433953,0.433953,0.0,0.102982
Turin,2026-06-06T20:00:00+02:00,2026-06-06,20,6,157,1,20.2,69,8.58,43,1.2,10.438,155.519,0.181172,0.952776,1.0,0.12,143.64,128.8,49.1,21.73,0.10518,0.10518,0.10518,0.532206,0.10518,0.10518,0.0,0.427026
Turin,2026-06-06T21:00:00+02:00,2026-06-06,21,6,157,1,17.71,77,7.51,35,0.1,0.989,178.41,0.017261,0.97497,1.0,0.01,0.62,0.55,0.19,17.72,0.000413,0.000413,0.000413,0.470168,0.000413,0.000413,0.0,0.469755
Turin,2026-06-06T22:00:00+02:00,2026-06-06,22,6,157,0,17.04,79,7.63,35,0.0,-7.426,180.0,0.0,0.975741,1.0,0.0,0.0,0.0,0.0,17.04,0.0,0.0,0.0,0.373203,0.0,0.0,0.0,0.373203
Turin,2026-06-06T23:00:00+02:00,2026-06-06,23,6,157,0,16.46,81,6.41,35,0.0,-14.381,180.0,0.0,0.974454,1.0,0.0,0.0,0.0,0.0,16.46,0.0,0.0,0.0,0.272896,0.0,0.0,0.0,0.272896
Turin,2026-06-07T00:00:00+02:00,2026-06-07,0,6,158,0,17.65,72,5.46,36,0.0,-19.281,180.0,0.0,0.972471,1.0,0.0,0.0,0.0,0.0,17.65,0.0,0.0,0.0,0.093692,0.0,0.0,0.0,0.093692
Turin,2026-06-07T01:00:00+02:00,2026-06-07,1,6,158,0,16.2,74,7.35,35,0.0,-21.883,180.0,0.0,0.973966,1.0,0.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.093874,0.0,0.0,0.0,0.093874
Turin,2026-06-07T02:00:00+02:00,2026-06-07,2,6,158,0,16.9,82,6.69,51,0.0,-21.788,180.0,0.0,0.914771,1.0,0.0,0.0,0.0,0.0,16.9,0.0,0.0,0.0,0.095238,0.0,0.0,0.0,0.095238
Turin,2026-06-07T03:00:00+02:00,2026-06-07,3,6,158,0,16.35,77,5.62,38,0.0,-19.007,180.0,0.0,0.968708,1.0,0.0,0.0,0.0,0.0,16.35,0.0,0.0,0.0,0.102429,0.0,0.0,0.0,0.102429
Turin,2026-06-07T04:00:00+02:00,2026-06-07,4,6,158,0,17.19,73,6.43,47,0.0,-13.848,180.0,0.0,0.933571,1.0,0.0,0.0,0.0,0.0,17.19,0.0,0.0,0.0,0.128526,0.0,0.0,0.0,0.128526
Turin,2026-06-07T05:00:00+02:00,2026-06-07,5,6,158,0,17.4,73,5.22,44,0.0,-6.779,180.0,0.0,0.949541,1.0,0.0,0.0,0.0,0.0,17.4,0.0,0.0,0.0,0.192152,0.0,0.0,0.0,0.192152
